id,sku,name,en description,,es description
3128,JSSH01,Hemispherical Insert Design Sink,"<p>Stainless Steel Hemispherical Insert Design Sink.</p>
<p>This sink is perfect for places that need a small sink to fit into a worktop</p>",,
1073,JSLD29,Hidden Fixing Wall Bracket,"<p>Stainless Steel Hidden Fixing Wall Bracket to suit &oslash;42.4mm x 2mm tube.</p>
<p>&oslash;42.4mm tube is the most commonly used tube for handrails and barriers because the diameter suits many hand sizes</p>",,
1035,JSLB21,Hinged Jaw Slide,"<p>Stainless Steel Hinged Jaw Slide to suit &oslash;25.4 x 1.5mm tube.</p>
<p>&oslash;25.4mm tube is most commonly used on boats due being 316 grade Stainless Steel.</p>",,
704,JSV18M,Hit & Miss Vent,"<p>Stainless Steel Hit &amp; Miss Vent</p> <p>Great for places where airflow needs to be controlled such as a kitchen or bathroom</p> <p>This vent can be supplied with mesh, please call us on 0117 937 2846 for prices</p>",,
1428,JS2C18,Hoop Barrier Bolt Down,"<p>Stainless Steel Hoop Barrier Bolted Cycle Stand.</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p>",,
12511,JS2C261,Hoop Barrier ,"<p>Stainless Steel Hoop Barrier Cycle Stand in a Satin Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
1441,JS2C32,Hoop Barrier Submerged,"<p>Stainless Steel Hoop Barrier Submerged Cycle Stand.</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p>",,
12363,JS2C113,Hoop Bolt Down,"<p>Stainless Steel Hoop Bolt Down Cycle Stand in a Satin Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12359,JS2C109,Hoop Submerged,"<p>Stainless Steel Hoop Submerged Cycle Stand in a Satin Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
160,JSEP18,Horizontal Cruiser Mast Eye Plate,"<p>Stainless steel Horizontal Cruiser Mast Eye Plate, great for attaching ropes or cables to anywhere this can be attached.</p><p>Perfect for use as lifting eyes and can be used in marine environments</p><p><strong>Please note that this product hasn't been tested</strong></p>",,
3353,JS-DF06S,Indicating Door Bolt,"<p>Stainless Steel Indicating Door Bolt</p>
<p>Used for bathroom doors where the occupancy needs to be indicated on the outside</p>",,
1033,JSLB19,Jaw Slide,"<p>Stainless Steel Jaw Slide to suit &oslash;25.4 x 1.5mm tube.</p>
<p>&oslash;25.4mm tube is most commonly used on boats due being 316 grade Stainless Steel.</p>",,
952,JSLA06,Join / Connector,"<p>Stainless Steel Join or Connector to suit &oslash;38.1mm x 1.5mm tube.</p>
<p>&oslash;38mm tube is used tube for handrails and barriers where a smaller diameter is required</p>",,
1057,JSLD10,Join / Connector,"<p>Stainless Steel Join or Connector to suit &oslash;42.4mm x 2mm tube.</p>
<p>&oslash;42.4mm tube is the most commonly used tube for handrails and barriers because the diameter suits many hand sizes</p>",,
980,JSLA54,Join / Connector,"<p>Stainless Steel Join or Connector to suit &oslash;50.8mm x 1.5mm tube.</p>
<p>&oslash;50.8mm tube is used tube for handrails and barriers where a larger diameter is required</p>",,
2915,JS-TR08,L Shape Trim,"<p>Stainless Steel L Shaped Trim, 2.4m Long Lengths.</p>
<p>Used in bathrooms or kitchens to edge the tile.</p>
<p>Please note that this trim is for &lt;10mm thick tiles or below to allow for the grout under the tile as well as the tile itself.</p>",,
2965,JS-TR35,L Shape Trim,"<p>Stainless Steel L Shaped Trim, 2.4m Long Lengths.</p>
<p>Used in bathrooms or kitchens to edge the tile.</p>
<p>Please note that this trim is for &lt;13mm thick tiles or below to allow for the grout under the tile as well as the tile itself.</p>",,
2912,JS-TR05,L Shape Trim,"<p>Stainless Steel L Shaped Trim, 2.4m Long Lengths.</p>
<p>Used in bathrooms or kitchens to edge the tile.</p>
<p>Please note that this trim is for &lt;4mm thick tiles or below to allow for the grout under the tile as well as the tile itself.</p>",,
2913,JS-TR06,L Shape Trim,"<p>Stainless Steel L Shaped Trim, 2.4m Long Lengths.</p>
<p>Used in bathrooms or kitchens to edge the tile.</p>
<p>Please note that this trim is for &lt;6mm thick tiles or below to allow for the grout under the tile as well as the tile itself.</p>",,
2914,JS-TR07,L Shape Trim,"<p>Stainless Steel L Shaped Trim, 2.4m Long Lengths.</p>
<p>Used in bathrooms or kitchens to edge the tile.</p>
<p>Please note that this trim is for &lt;8mm thick tiles or below to allow for the grout under the tile as well as the tile itself.</p>",,
1760,JSMQ06,Lanyard With Pin,"<p>Stainless Steel Lanyard With Pin.</p>
<p>A sprung loaded pin, perfect for trailers or other items that need to be held in place</p>",,
331,JSK11,Lashing Ring,"<p>Stainless Steel Lashing Ring</p> <p>This recessed lashing ring is great for boats, trailers or vans when a fixing point is required</p> <p><strong>Please note that this product hasn't been load tested</strong></p>",,
1734,JSDR08,Lightweight Full Extension Drawer Runner,"<p>Stainless Steel Lightweight Full Extension Drawer Runner</p>
<p>This drawer runner extends by over double half it original size.</p>
<p><em>Please note, hole centres are to be confirmed by us, do not drill any fixing holes until we have confirmed the dimensions</p>",,
2984,JS-TR52,Listello Trim,"<p>Stainless Steel Listello Trim, 2.4m Long Lengths.</p>
<p>Used in bathrooms or kitchens to add a feature strip between tiles</p>",,
12843,JS4B358,London Cycle Stand,"<p>Stainless Steel London Cycle Stand in a Satin Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12839,JS4B354,London Cycle Stand,"<p>Stainless Steel London Cycle Stand in a Satin Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12847,JS4B362,London Cycle Stand,"<p>Stainless Steel London Cycle Stand in a Satin Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
247,JSHL08,Long Quick Link,<p>Stainless Steel Long Quick Link.</p> <p>Used for joining 2 pieces of chain together or just as a fastener for other applications.</p> <p><strong>Please note that this product hasn't been load tested.</strong></p>,,
111,JSEB09,Long Shank Eye Bolt,"<p>Stainless steel long shank eye bolt, great for attaching ropes or cables to anywhere this eyebolt can be attached.</p><p>Perfect for use as lifting eyes</p><p><strong>Please note that this product has not been load tested</strong></p>",,
1419,JS2C08,Loop the Loop Bolt Down,"<p>Stainless Steel Loop the Loop Bolted Cycle Stand.</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p>",,
1434,JS2C24,Loop the Loop Submerged,"<p>Stainless Steel Loop the Loop Submerged Cycle Stand.</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p>",,
3344,JS-DF01M,Thumbturn & Indicating Release,"<p>Stainless Steel Mirror finish Thumbturn &amp; Indicating Release.</p>
<p>Perfect for toilets or doors that need to be locked with the status shown</p>",,
3348,JS-DF03M,Thumbturn & Non Indicating Release,"<p>Stainless Steel Mirror finish Thumbturn &amp; Non Indicating Release.</p>
<p>Perfect for toilets or doors that need to be locked.</p>",,
3350,JS-DF04M,Disabled Thumbturn & Indicating Release,"<p>Stainless Steel Mirror finish&nbsp;Disabled Thumbturn &amp; Indicating Release.</p>
<p>Perfect for toilets or doors that need to be locked with the status shown.</p>",,
731,JSV36,Cover Vent,<p>Stainless Steel Mirror Polished Cover Vent</p> <p>Great for covering holes where some access is needed</p> <p>Fixing holes make it easy to fix this to most surfaces</p>,,
3391,JS-DF25M,Finger Plate,"<p>Stainless Steel Mirror Polished Finger Plate</p>
<p>Perfect for doors that need to be pushed</p>",,
3327,JSTS13,Mirror Polished Sheet - 1.0mm Mirror Polish,"<p>Stainless Steel Mirror Polished Sheet is available in both 304 AND 316 grades.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3089,JS2S10M,Strips,"<p>Stainless Steel Mirror Polished Strips. These strips are polished on 1 face.</p>
<p>If you cannot find the strip size or finish you're looking for please let us know and we're able to cut strips at most sizes, email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Strip%20Enquiry"">sales@metalhardware.co.uk</a></p>",,
3095,JS2S01,Strips,"<p>Stainless Steel Mirror Polished Strips. These strips are polished on 2 faces.</p>
<p>If you cannot find the strip size or finish you're looking for please let us know and we're able to cut strips at most sizes, email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Strip%20Enquiry"">sales@metalhardware.co.uk</a></p>",,
354,JSKB07M,Tube Handle,<p>Stainless Steel Mirror Polished Tube Handle.</p> <p>Our handles look great in kitchens or bedrooms.</p> <p>Please note that some unseen parts are made from aluminium or brass. Supplied fixings are made from zinc plated steel</p>,,
558,JSPL14L,Two Part Hinge Left-Hand,<p>Stainless Steel Mirror Polished Two Part Hinge - Left Hand</p> <p>This hinge can be used as a lift off hinge to remove the door or hatch from its location and with countersunk fixings the screws will finish flush</p><p><strong>Please note that this product has not been load tested</strong></p>,,
559,JSPL14R,Two Part Hinge Right-Hand,<p>Stainless Steel Mirror Polished Two Part Hinge - Right Hand</p> <p>This hinge can be used as a lift off hinge to remove the door or hatch from its location and with countersunk fixings the screws will finish flush</p> <p><strong>Please note that this product has not been load tested</strong></p>,,
12679,JS4B194,Mitre Cap Bollard,"<p>Stainless Steel Mitre Cap Bollard in a Satin Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p>This bollard is available in Bolt Down, Ground Socket and a Submerged variations</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12685,JS4B200,Mitre Cap Bollard,"<p>Stainless Steel Mitre Cap Bollard in a Satin Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p>This bollard is available in Bolt Down, Ground Socket and a Submerged variations</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12715,JS4B230,Mitre Cap Bollard with 50mm Groove,"<p>Stainless Steel Mitre Cap Bollard with 50mm Groove Bollard in a Satin Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p>This bollard is available in Bolt Down, Ground Socket and a Submerged variations</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12721,JS4B236,Mitre Cap Bollard with 50mm Groove,"<p>Stainless Steel Mitre Cap Bollard with 50mm Groove Bollard in a Satin Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p>This bollard is available in Bolt Down, Ground Socket and a Submerged variations</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
3030,JS4B31,Mitre Cap Bollard With 50mm Groove,"<p>Stainless Steel Mitre Cap Bollard With 50mm Groove. Mirror polished in 304 grade Stainless Steel 1200mm tall.</p>
<p>This bollard is perfect for car parks or driveways.</p><p>The 50mm Groove is machined and polished in contrast with the rest of the bollard. They are perfect as is or can be used to apply reflective tape to the bollard</p>",,
3018,JS4B19,Mitre Cap Bollard,"<p>Stainless Steel Mitre Cap Bollard. Mirror polished in 304 grade Stainless Steel 1200mm tall.</p>
<p>This bollard is perfect for car parks or driveways.</p>",,
3176,JS2BB07,Movement Bead,"<p>Stainless Steel Movement Bead. This bead is used for allowing movement between surfaces and expansion.</p>
<p>We can also supply Stainless Steel Diamond Lath expanded metal sheet. Email us on <a href=""mailto:sales@metalhardware.co.uk?Subject=Diamond%20Lathe%20Enquiry"">sales@metalhardware.co.uk</a> for more information.</p>",,
2968,JS-TR38,Movement Joint,"<p>Stainless Steel Movement Joint, 2.4m Long Lengths.</p>
<p>Used in bathrooms or kitchens to edge the tile.</p>
<p>Please note that this trim is for &lt;10mm thick tiles or below to allow for the grout under the tile as well as the tile itself.</p>",,
2969,JS-TR39,Movement Joint,"<p>Stainless Steel Movement Joint, 2.4m Long Lengths.</p>
<p>Used in bathrooms or kitchens to edge the tile.</p>
<p>Please note that this trim is for &lt;13mm thick tiles or below to allow for the grout under the tile as well as the tile itself.</p>",,
2966,JS-TR36,Movement Joint,"<p>Stainless Steel Movement Joint, 2.4m Long Lengths.</p>
<p>Used in bathrooms or kitchens to edge the tile.</p>
<p>Please note that this trim is for &lt;6mm thick tiles or below to allow for the grout under the tile as well as the tile itself.</p>",,
2967,JS-TR37,Movement Joint,"<p>Stainless Steel Movement Joint, 2.4m Long Lengths.</p>
<p>Used in bathrooms or kitchens to edge the tile.</p>
<p>Please note that this trim is for &lt;8mm thick tiles or below to allow for the grout under the tile as well as the tile itself.</p>",,
3226,JSTP01,Perforated Sheet - &oslash;1.1mm Round Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a &oslash;1.1mm Round Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3228,JSTP03,Perforated Sheet - &oslash;1.5mm Round Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a &oslash;1.5mm Round Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3255,JSTP30,Perforated Sheet - &oslash;10mm Round Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a &oslash;10mm Round Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3264,JSTP39,Perforated Sheet - &oslash;15mm Round Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a &oslash;15mm Round Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3265,JSTP40,Perforated Sheet - &oslash;20mm Round Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a &oslash;20mm Round Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3230,JSTP05,Perforated Sheet - &oslash;2mm Round Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a &oslash;2mm Round Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3232,JSTP07,Perforated Sheet - &oslash;3mm Round Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a &oslash;3mm Round Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3236,JSTP11,Perforated Sheet - &oslash;4mm Round Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a &oslash;4mm Round Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3239,JSTP14,Perforated Sheet - &oslash;5mm Round Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a &oslash;5mm Round Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3247,JSTP22,Perforated Sheet - &oslash;6mm Round Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a &oslash;6mm Round Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3248,JSTP23,Perforated Sheet - &oslash;8mm Round Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a &oslash;8mm Round Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3278,JSTP53,Perforated Sheet - 10mm Square Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a 10mm Square Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3291,JSTP66,Perforated Sheet - 20mm Square Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a 20mm Square Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3267,JSTP42,Perforated Sheet - 5mm Square Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a 5mm Square Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3292,JSTP67,Perforated Sheet - 5mm x 20mm Slotted Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a 5mm x 20mm Slotted Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3273,JSTP48,Perforated Sheet - 8mm Square Hole,"<p>Stainless Steel Natural Finish Perforated Sheet with a 8mm Square Hole.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
3321,JSTS07,Natural Finish Sheet - 1.0mm Natural Finish,"<p>Stainless Steel Natural Finish Sheet, also known as a mill finish and is available in both 304 AND 316 grades.</p>
<p>Sheets come in sizes up to 4000x2000mm and we are able to cut any of our sheet to size.</p>
<p>Please note that these products are not available for purchase online due to the fluctuating price of the material and the different costs for delivery, sorry for any inconvenience.</p>
<p>If you would like to order some of our sheet please Email us on: <a href=""mailto:sales@metalhardware.co.uk?Subject=Sheet%20Product%20Enquiry"" target=""_top""><strong>sales@metalhardware.co.uk</strong></a></p>",,
1416,JS2C05,O Ring Bolt Down,"<p>Stainless Steel O Ring Bolted Cycle Stand.</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p>",,
1431,JS2C21,O Ring Submerged,"<p>Stainless Steel O Ring Submerged Cycle Stand.</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p>",,
3106,JSSB04,Oblong Undermount Sink,"<p>Stainless Steel Oblong Undermount Sink.</p>
<p>This sink is perfect for places that need a sink to undermount on a worktop.</p>",,
3104,JSSB02,Oblong Undermount Sink,"<p>Stainless Steel Oblong Undermount Sink.</p>
<p>This sink is perfect for places that need a sink to undermount on a worktop.</p><p>Available in Left and Right Hand Variants</p>",,
582,JSPR09,Offset Hinge,<p>Stainless Steel Offset Hinge</p> <p>This hinge is great for offsetting the door or hatch from a surface to helping to avoid obstructions.</p> <p><strong>Please note that this part hasn't been load tested</strong></p>,,
571,JSPP10,4 Inch Parliament Hinge,<p>Stainless Steel Parliament Hinge.</p> <p>This hinge is suitable for heavyweight flush doors and French Windows. Perfect for doors where the doors need to clear an obstruction</p><p><strong>Please note that this product has not been load tested</strong></p>,,
253,JSHL14,Pear Quick Link,<p>Stainless Steel Pear Quick Link.</p> <p>Used for joining 2 pieces of chain together or just as a fastener for other applications.</p> <p><strong>Please note that this product hasn't been load tested.</strong></p>,,
1113,JSLC07,Pig Nose Glass Clamp,"<p>Stainless Steel Pig Nose Glass Clamp. This clamp is supplied with the rubbers required for 8/10mm glass.</p>
<p>These are great for attaching glass to the outside of a wall or the side of a handrail tube</p>",,
3172,JS2BB03,Plaster Stop Bead,"<p>Stainless Steel Plaster Stop Bead. Perfect for forming and protecting the edge of plaster</p>
<p>We can also supply Stainless Steel Diamond Lath expanded metal sheet. Email us on <a href=""mailto:sales@metalhardware.co.uk?Subject=Diamond%20Lathe%20Enquiry"">sales@metalhardware.co.uk</a> for more information.</p>",,
682,JSU02,Stainless Steel Cleaner and Polish,"<p>Stainless steel polish, which gives a uniform finish.</p>",,
3056,JS-SPS01,Poolside Spa Shower,"<p>Stainless Steel poolside spa shower - 3 Hole Nozzle.</p>
<p>This spa shower is perfect for swimming pools that need that extra something</p>",,
3057,JS-SPS02,Poolside Spa Shower,"<p>Stainless Steel poolside spa shower - 5 Hole Nozzle.</p>
<p>This spa shower is perfect for swimming pools that need that extra something</p>",,
3058,JS-SPS03,Poolside Spa Shower,"<p>Stainless Steel poolside spa shower - 6 Hole Nozzle.</p>
<p>This spa shower is perfect for swimming pools that need that extra something</p>",,
3059,JS-SPS04,Poolside Spa Shower - Circle Spray Nozzle,"<p>Stainless Steel poolside spa shower - Circle Spray Nozzle.</p>
<p>This spa shower is perfect for swimming pools that need that extra something</p>",,
3061,JS-SPS06,Poolside Spa Shower - Flat 4 Hole Nozzle,"<p>Stainless Steel poolside spa shower - Flat 4 Hole Nozzle.</p>
<p>This spa shower is perfect for swimming pools that need that extra something</p>",,
3060,JS-SPS05,Poolside Spa Shower - Flat Spray Nozzle,"<p>Stainless Steel poolside spa shower - Flat Spray Nozzle.</p>
<p>This spa shower is perfect for swimming pools that need that extra something</p>",,
1407,JSPO01,Port Hole,"<p>Stainless Steel Port Hole with glass and fixings.</p>
<p>This is a single glazed port hole to suit doors 45mm thick.</p>
<p>The hole is &oslash;200mm with the glass being &oslash;210mm</p>",,
1408,JSPO02,Port Hole,"<p>Stainless Steel Port Hole with glass and fixings.</p>
<p>This is a single glazed port hole to suit doors 45mm thick.</p>
<p>The hole is &oslash;280mm with the glass being &oslash;290mm</p>",,
1409,JSPO03,Port Hole,"<p>Stainless Steel Port Hole with glass and fixings.</p>
<p>This is a single glazed port hole to suit doors 45mm thick.</p>
<p>The hole is &oslash;310mm with the glass being &oslash;320mm</p>",,
1410,JSPO04,Port Hole,"<p>Stainless Steel Port Hole with glass and fixings.</p>
<p>This is a single glazed port hole to suit doors 45mm thick.</p>
<p>The hole is &oslash;370mm with the glass being &oslash;380mm</p>",,
1061,JSLD15,Post Baseplate (fits part JSLD14),"<p>Stainless Steel Post Baseplate (fits part JSLD14) to suit &oslash;42.4mm x 2mm tube.</p>
<p>&oslash;42.4mm tube is the most commonly used tube for handrails and barriers because the diameter suits many hand sizes</p>",,
965,JSLP07,Post Baseplate (fits part JSLP06),"<p>Stainless Steel Post Baseplate (fits part JSLP06) to suit &oslash;50.8mm x 1.5mm tube.</p>
<p>&oslash;50.8mm tube is used tube for handrails and barriers where a larger diameter is required</p>",,
1060,JSLD14,Post Baseplate Cover (fits part JSLD15),"<p>Stainless Steel Post Baseplate Cover (fits part JSLD15) to suit &oslash;42.4mm x 2mm tube.</p>
<p>&oslash;42.4mm tube is the most commonly used tube for handrails and barriers because the diameter suits many hand sizes</p>",,
973,JSLP08,Post Baseplate Cover (fits part JSLP07),"<p>Stainless Steel Post Baseplate Cover (fits part JSLP07) to suit &oslash;50.8mm x 1.5mm tube.</p>
<p>&oslash;50.8mm tube is used tube for handrails and barriers where a larger diameter is required</p>",,
